"ID","Date Created","Vector","Weight","Source","Created By"
"122:6","Mon Feb 08 11:14:58 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"124:10","Mon Feb 08 11:19:51 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:10","Mon Feb 08 11:19:51 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:10","Mon Feb 08 11:19:51 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:10","Mon Feb 08 11:19:51 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"136:6","Mon Feb 08 11:19:48 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:6","Mon Feb 08 11:19:45 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:6","Mon Feb 08 11:19:37 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"133:6","Mon Feb 08 11:19:37 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"132:7","Mon Feb 08 11:19:33 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"131:7","Mon Feb 08 11:19:05 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"130:8","Mon Feb 08 11:18:59 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"129:8","Mon Feb 08 11:18:57 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"128:8","Mon Feb 08 11:18:50 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:9","Mon Feb 08 11:18:50 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"126:9","Mon Feb 08 11:18:49 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"125:9","Mon Feb 08 11:18:47 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"124:9","Mon Feb 08 11:18:46 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:9","Mon Feb 08 11:18:46 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:9","Mon Feb 08 11:18:43 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:9","Mon Feb 08 11:18:43 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"136:5","Mon Feb 08 11:18:36 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:5","Mon Feb 08 11:18:30 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:5","Mon Feb 08 11:18:30 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"133:5","Mon Feb 08 11:18:28 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"132:6","Mon Feb 08 11:18:22 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"131:6","Mon Feb 08 11:18:18 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"130:7","Mon Feb 08 11:18:18 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"129:7","Mon Feb 08 11:18:07 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"128:7","Mon Feb 08 11:18:04 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:8","Mon Feb 08 11:17:28 UTC 2021","223","25.589","Probabilistic Matching Algorithm","admin"
"126:8","Mon Feb 08 11:17:24 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"125:8","Mon Feb 08 11:17:24 UTC 2021","223","25.589","Probabilistic Matching Algorithm","admin"
"124:8","Mon Feb 08 11:17:24 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:8","Mon Feb 08 11:17:20 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"121:8","Mon Feb 08 11:17:13 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"136:4","Mon Feb 08 11:17:09 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:4","Mon Feb 08 11:17:08 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:4","Mon Feb 08 11:17:07 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"133:4","Mon Feb 08 11:17:06 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"131:5","Mon Feb 08 11:17:05 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"130:6","Mon Feb 08 11:17:03 UTC 2021","127","24.9104","Probabilistic Matching Algorithm","admin"
"129:6","Mon Feb 08 11:17:02 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"128:6","Mon Feb 08 11:16:58 UTC 2021","223","25.589","Probabilistic Matching Algorithm","admin"
"127:7","Mon Feb 08 11:16:50 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"126:7","Mon Feb 08 11:16:50 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"125:7","Mon Feb 08 11:16:47 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"124:7","Mon Feb 08 11:16:43 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:7","Mon Feb 08 11:16:43 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:7","Mon Feb 08 11:16:43 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:7","Mon Feb 08 11:16:37 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"136:3","Mon Feb 08 11:16:34 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:3","Mon Feb 08 11:16:33 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:3","Mon Feb 08 11:15:58 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"132:4","Mon Feb 08 11:15:49 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"131:4","Mon Feb 08 11:15:49 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"130:5","Mon Feb 08 11:15:46 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"129:5","Mon Feb 08 11:15:42 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"128:5","Mon Feb 08 11:15:35 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:6","Mon Feb 08 11:15:16 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"126:6","Mon Feb 08 11:15:16 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"125:6","Mon Feb 08 11:15:16 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"124:6","Mon Feb 08 11:15:13 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:6","Mon Feb 08 11:15:04 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:11","Mon Feb 08 11:20:26 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:12","Mon Feb 08 11:21:31 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:13","Mon Feb 08 11:22:59 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:14","Mon Feb 08 11:23:20 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:15","Mon Feb 08 11:23:48 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:16","Mon Feb 08 11:24:53 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"121:17","Mon Feb 08 11:28:00 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"121:18","Mon Feb 08 11:30:41 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"121:19","Mon Feb 08 11:33:44 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"121:20","Mon Feb 08 11:38:47 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"121:21","Mon Feb 08 11:42:03 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"121:22","Mon Feb 08 11:44:54 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"121:23","Mon Feb 08 11:47:04 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"121:24","Mon Feb 08 11:48:34 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"121:25","Mon Feb 08 11:50:17 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"122:11","Mon Feb 08 11:20:26 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:12","Mon Feb 08 11:21:35 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:13","Mon Feb 08 11:23:03 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:14","Mon Feb 08 11:23:20 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:15","Mon Feb 08 11:24:24 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:16","Mon Feb 08 11:25:05 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"122:18","Mon Feb 08 11:30:43 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"122:19","Mon Feb 08 11:34:18 UTC 2021","237","24.3182","Probabilistic Matching Algorithm","admin"
"122:20","Mon Feb 08 11:39:17 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"122:22","Mon Feb 08 11:44:58 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"122:24","Mon Feb 08 11:48:42 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"122:25","Mon Feb 08 11:50:20 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"123:11","Mon Feb 08 11:20:32 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:12","Mon Feb 08 11:21:39 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:13","Mon Feb 08 11:23:03 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:14","Mon Feb 08 11:23:20 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:15","Mon Feb 08 11:24:25 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"123:16","Mon Feb 08 11:25:09 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"123:17","Mon Feb 08 11:28:04 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"123:18","Mon Feb 08 11:30:50 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"123:19","Mon Feb 08 11:34:26 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"123:20","Mon Feb 08 11:39:21 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"123:21","Mon Feb 08 11:42:40 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"123:23","Mon Feb 08 11:47:39 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"123:24","Mon Feb 08 11:49:19 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"123:25","Mon Feb 08 11:50:27 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"124:11","Mon Feb 08 11:20:36 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"124:12","Mon Feb 08 11:21:48 UTC 2021","190","24.0979","Probabilistic Matching Algorithm","admin"
"124:13","Mon Feb 08 11:23:04 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"124:14","Mon Feb 08 11:23:25 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"124:15","Mon Feb 08 11:24:28 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"124:16","Mon Feb 08 11:25:13 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"124:17","Mon Feb 08 11:28:06 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"124:18","Mon Feb 08 11:31:08 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"124:19","Mon Feb 08 11:34:44 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"124:20","Mon Feb 08 11:39:24 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"124:21","Mon Feb 08 11:42:55 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"124:22","Mon Feb 08 11:45:01 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"124:24","Mon Feb 08 11:49:30 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"124:25","Mon Feb 08 11:50:56 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"125:10","Mon Feb 08 11:19:52 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"125:11","Mon Feb 08 11:20:37 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"125:12","Mon Feb 08 11:21:50 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"125:13","Mon Feb 08 11:23:04 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"125:14","Mon Feb 08 11:23:27 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"125:15","Mon Feb 08 11:24:30 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"125:17","Mon Feb 08 11:28:06 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"125:18","Mon Feb 08 11:31:08 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"125:19","Mon Feb 08 11:34:58 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"125:20","Mon Feb 08 11:39:37 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"125:21","Mon Feb 08 11:43:00 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"125:22","Mon Feb 08 11:45:06 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"125:25","Mon Feb 08 11:50:58 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"126:10","Mon Feb 08 11:19:55 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"126:12","Mon Feb 08 11:21:50 UTC 2021","223","25.589","Probabilistic Matching Algorithm","admin"
"126:13","Mon Feb 08 11:23:05 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"126:14","Mon Feb 08 11:23:27 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"126:15","Mon Feb 08 11:24:31 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"126:16","Mon Feb 08 11:25:23 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"126:17","Mon Feb 08 11:28:06 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"126:18","Mon Feb 08 11:31:22 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"126:19","Mon Feb 08 11:35:19 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"126:21","Mon Feb 08 11:43:03 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"126:22","Mon Feb 08 11:45:15 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"126:23","Mon Feb 08 11:47:55 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"126:24","Mon Feb 08 11:49:32 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"126:25","Mon Feb 08 11:51:13 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"127:10","Mon Feb 08 11:19:55 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:11","Mon Feb 08 11:21:07 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:12","Mon Feb 08 11:21:52 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:13","Mon Feb 08 11:23:06 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:14","Mon Feb 08 11:23:27 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:15","Mon Feb 08 11:24:32 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"127:16","Mon Feb 08 11:26:27 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"127:17","Mon Feb 08 11:28:19 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"127:18","Mon Feb 08 11:31:29 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"127:19","Mon Feb 08 11:35:57 UTC 2021","237","24.3182","Probabilistic Matching Algorithm","admin"
"127:20","Mon Feb 08 11:39:53 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"127:22","Mon Feb 08 11:45:16 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"127:24","Mon Feb 08 11:49:33 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"127:25","Mon Feb 08 11:51:26 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"128:9","Mon Feb 08 11:19:56 UTC 2021","223","25.589","Probabilistic Matching Algorithm","admin"
"128:10","Mon Feb 08 11:21:09 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"128:11","Mon Feb 08 11:21:56 UTC 2021","190","24.0979","Probabilistic Matching Algorithm","admin"
"128:12","Mon Feb 08 11:23:06 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"128:13","Mon Feb 08 11:23:32 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"128:14","Mon Feb 08 11:24:33 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"128:15","Mon Feb 08 11:26:33 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"128:17","Mon Feb 08 11:31:38 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"128:19","Mon Feb 08 11:40:05 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"128:20","Mon Feb 08 11:43:16 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"128:21","Mon Feb 08 11:46:08 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"128:22","Mon Feb 08 11:48:14 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"128:23","Mon Feb 08 11:49:36 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"128:24","Mon Feb 08 11:51:26 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"129:9","Mon Feb 08 11:20:05 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"129:10","Mon Feb 08 11:21:09 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"129:11","Mon Feb 08 11:21:56 UTC 2021","223","25.589","Probabilistic Matching Algorithm","admin"
"129:12","Mon Feb 08 11:23:07 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"129:13","Mon Feb 08 11:23:37 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"129:14","Mon Feb 08 11:24:33 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"129:15","Mon Feb 08 11:26:38 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"129:16","Mon Feb 08 11:28:56 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"129:18","Mon Feb 08 11:36:05 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"129:19","Mon Feb 08 11:40:10 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"129:20","Mon Feb 08 11:43:32 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"129:22","Mon Feb 08 11:48:15 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"129:23","Mon Feb 08 11:49:47 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"129:24","Mon Feb 08 11:51:28 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"130:9","Mon Feb 08 11:20:10 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"130:11","Mon Feb 08 11:21:57 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"130:12","Mon Feb 08 11:23:08 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"130:13","Mon Feb 08 11:23:40 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"130:14","Mon Feb 08 11:24:35 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"130:16","Mon Feb 08 11:29:08 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"130:17","Mon Feb 08 11:31:55 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"130:19","Mon Feb 08 11:40:15 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"130:23","Mon Feb 08 11:49:54 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"131:8","Mon Feb 08 11:20:11 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"131:9","Mon Feb 08 11:21:15 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"131:10","Mon Feb 08 11:22:03 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"131:11","Mon Feb 08 11:23:08 UTC 2021","223","25.589","Probabilistic Matching Algorithm","admin"
"131:12","Mon Feb 08 11:23:45 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"131:13","Mon Feb 08 11:24:37 UTC 2021","238","24.0367","Probabilistic Matching Algorithm","admin"
"131:14","Mon Feb 08 11:26:49 UTC 2021","237","24.3182","Probabilistic Matching Algorithm","admin"
"131:17","Mon Feb 08 11:36:31 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"131:19","Mon Feb 08 11:44:20 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"131:21","Mon Feb 08 11:48:16 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"132:8","Mon Feb 08 11:20:18 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"132:9","Mon Feb 08 11:21:15 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"132:10","Mon Feb 08 11:22:08 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"132:11","Mon Feb 08 11:23:15 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"132:12","Mon Feb 08 11:23:46 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"132:13","Mon Feb 08 11:24:37 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"132:14","Mon Feb 08 11:27:23 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"132:16","Mon Feb 08 11:32:45 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"132:17","Mon Feb 08 11:36:43 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"132:19","Mon Feb 08 11:44:30 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"132:20","Mon Feb 08 11:46:43 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"132:22","Mon Feb 08 11:50:02 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"133:7","Mon Feb 08 11:20:18 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"133:8","Mon Feb 08 11:21:15 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"133:9","Mon Feb 08 11:22:43 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"133:10","Mon Feb 08 11:23:15 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"133:11","Mon Feb 08 11:23:47 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"133:12","Mon Feb 08 11:24:37 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"133:13","Mon Feb 08 11:27:27 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"133:14","Mon Feb 08 11:29:40 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"133:16","Mon Feb 08 11:37:04 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"133:17","Mon Feb 08 11:41:31 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"133:20","Mon Feb 08 11:48:28 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"134:7","Mon Feb 08 11:20:21 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:9","Mon Feb 08 11:22:45 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:10","Mon Feb 08 11:23:19 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:11","Mon Feb 08 11:23:47 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:12","Mon Feb 08 11:24:41 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"134:13","Mon Feb 08 11:27:49 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"134:14","Mon Feb 08 11:29:51 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"134:15","Mon Feb 08 11:32:52 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"134:16","Mon Feb 08 11:37:53 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"134:18","Mon Feb 08 11:44:38 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"134:19","Mon Feb 08 11:46:51 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"134:21","Mon Feb 08 11:50:14 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"135:7","Mon Feb 08 11:20:22 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:8","Mon Feb 08 11:21:20 UTC 2021","238","24.0367","Probabilistic Matching Algorithm","admin"
"135:9","Mon Feb 08 11:22:49 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:10","Mon Feb 08 11:23:19 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:11","Mon Feb 08 11:23:48 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:12","Mon Feb 08 11:24:42 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"135:14","Mon Feb 08 11:29:52 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"135:15","Mon Feb 08 11:33:03 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"135:16","Mon Feb 08 11:37:54 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"135:21","Mon Feb 08 11:50:17 UTC 2021","174","20.975","Probabilistic Matching Algorithm","admin"
"136:7","Mon Feb 08 11:20:26 UTC 2021","223","25.589","Probabilistic Matching Algorithm","admin"
"136:8","Mon Feb 08 11:21:24 UTC 2021","207","21.9317","Probabilistic Matching Algorithm","admin"
"136:9","Mon Feb 08 11:22:53 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"136:10","Mon Feb 08 11:23:19 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"136:11","Mon Feb 08 11:23:48 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"136:12","Mon Feb 08 11:24:49 UTC 2021","222","22.5952","Probabilistic Matching Algorithm","admin"
"136:14","Mon Feb 08 11:29:59 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"136:16","Mon Feb 08 11:38:17 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"136:17","Mon Feb 08 11:42:03 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"136:18","Mon Feb 08 11:44:49 UTC 2021","207","22.4661","Probabilistic Matching Algorithm","admin"
"136:20","Mon Feb 08 11:48:33 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"
"136:21","Mon Feb 08 11:50:17 UTC 2021","238","24.5711","Probabilistic Matching Algorithm","admin"